timestamp,capital,position,position_value,total_value,current_price
2025-12-27 16:38:50.706164,10000,0.0,0.0,10000.0,87576.71
2025-12-27 16:39:52.811048,10000,0.0,0.0,10000.0,87576.71
2025-12-27 16:40:53.992966,10000,0.0,0.0,10000.0,87576.71
2025-12-27 16:41:56.153473,10000,0.0,0.0,10000.0,87576.7
2025-12-27 16:42:58.296093,10000,0.0,0.0,10000.0,87576.71
