capital,position,position_value,total_value,pnl,roi_pct,iteration,rebalance_count,timestamp
9000.0,0.022043668885887983,1930.760649940468,10930.760649940468,930.7606499404683,9.307606499404683,1,0,2025-12-27 16:47:57.440765
8000.0,0.04408733777177597,3861.521299880936,11861.521299880937,1861.5212998809366,18.615212998809366,2,0,2025-12-27 16:48:59.688499
7000.0,0.06613100665766394,5790.827067674934,12790.827067674934,2790.8270676749344,27.908270676749343,3,0,2025-12-27 16:50:02.360931
6000.0,0.08817467554355188,7723.218067366198,13723.218067366197,3723.218067366197,37.23218067366197,4,0,2025-12-27 16:51:04.684360
6000.0,0.09867060284011524,8640.189021591503,14640.189021591503,4640.189021591503,46.401890215915024,5,0,2025-12-27 16:52:07.012263
