timestamp,side,price,amount,cost,iteration,revenue,profit
2025-12-27 16:44:15.107883,buy,2490.3385,0.1204655511690479,300.0,1,,
2025-12-27 16:44:15.107905,buy,2566.76597807504,0.11687859452811768,300.0,1,,
2025-12-27 16:44:15.107922,buy,2645.538984440677,0.11339844234554963,300.0,1,,
2025-12-27 16:44:15.107937,buy,2726.7295024084165,0.11002191443449796,300.0,1,,
2025-12-27 16:44:15.107951,buy,2810.4117244283893,0.10674592530068423,300.0,1,,
2025-12-27 16:44:15.107965,buy,2896.6621198869134,0.10356748132285173,300.0,1,,
2025-12-27 16:44:15.107977,sell,2985.5595049847448,0.10048367801717384,,1,300.0,30.477463230340483
2025-12-27 16:44:15.108122,sell,3077.1851147598622,0.09749169738311679,,1,300.0,38.502708985366745
2025-12-27 16:44:15.108183,sell,3171.622677320594,0.09458880532833175,,1,300.0,46.28899672893873
2025-12-27 16:44:15.108206,sell,3268.9584903569425,0.09177234917022227,,1,300.0,53.84344162400374
2025-12-27 16:44:15.108222,sell,3369.2814999999982,0.08903975521190502,,1,300.0,61.172946973929676
2025-12-27 16:45:17.994403,buy,2490.3385,0.1204655511690479,300.0,2,,
2025-12-27 16:45:17.994425,buy,2566.76597807504,0.11687859452811768,300.0,2,,
2025-12-27 16:45:17.994441,buy,2645.538984440677,0.11339844234554963,300.0,2,,
2025-12-27 16:45:17.994454,buy,2726.7295024084165,0.11002191443449796,300.0,2,,
2025-12-27 16:45:17.994466,buy,2810.4117244283893,0.10674592530068423,300.0,2,,
2025-12-27 16:45:17.994478,buy,2896.6621198869134,0.10356748132285173,300.0,2,,
2025-12-27 16:45:17.994491,sell,2985.5595049847448,0.10048367801717384,,2,300.0,30.47746323034044
2025-12-27 16:45:17.994507,sell,3077.1851147598622,0.09749169738311679,,2,300.0,38.5027089853667
2025-12-27 16:45:17.994520,sell,3171.622677320594,0.09458880532833175,,2,300.0,46.288996728938685
2025-12-27 16:45:17.994532,sell,3268.9584903569425,0.09177234917022227,,2,300.0,53.8434416240037
2025-12-27 16:45:17.994543,sell,3369.2814999999982,0.08903975521190502,,2,300.0,61.17294697392964
2025-12-27 16:46:21.818011,buy,2490.3385,0.1204655511690479,300.0,3,,
2025-12-27 16:46:21.818034,buy,2566.76597807504,0.11687859452811768,300.0,3,,
2025-12-27 16:46:21.818052,buy,2645.538984440677,0.11339844234554963,300.0,3,,
2025-12-27 16:46:21.818066,buy,2726.7295024084165,0.11002191443449796,300.0,3,,
2025-12-27 16:46:21.818077,buy,2810.4117244283893,0.10674592530068423,300.0,3,,
2025-12-27 16:46:21.818224,buy,2896.6621198869134,0.10356748132285173,300.0,3,,
2025-12-27 16:46:21.818260,sell,2985.5595049847448,0.10048367801717384,,3,300.0,30.477463230340483
2025-12-27 16:46:21.818286,sell,3077.1851147598622,0.09749169738311679,,3,300.0,38.502708985366745
2025-12-27 16:46:21.818302,sell,3171.622677320594,0.09458880532833175,,3,300.0,46.28899672893873
2025-12-27 16:46:21.818317,sell,3268.9584903569425,0.09177234917022227,,3,300.0,53.84344162400374
2025-12-27 16:46:21.818329,sell,3369.2814999999982,0.08903975521190502,,3,300.0,61.172946973929676
