timestamp,value,return_pct,trades_count
2026-01-02T10:45:11.803860,100000,0.0,0
2026-01-02T11:15:19.387606,100000,0.0,0
2026-01-02T11:45:26.948974,100000,0.0,0
2026-01-02T12:15:34.517281,100000,0.0,0
2026-01-02T12:45:42.068375,100000,0.0,0
2026-01-02T13:15:49.634773,100000,0.0,0
2026-01-02T13:45:57.213293,100000,0.0,0
2026-01-02T14:16:04.790232,100000,0.0,0
2026-01-02T14:46:12.346908,100000,0.0,0
2026-01-02T15:16:19.896333,100000,0.0,0
2026-01-02T15:46:27.937027,100000,0.0,0
2026-01-02T16:16:35.512512,100000,0.0,0
2026-01-02T16:46:43.066241,100000,0.0,0
2026-01-02T17:16:50.650966,100000,0.0,0
2026-01-02T17:46:58.231468,100000,0.0,0
2026-01-02T18:17:05.801722,100000,0.0,0
2026-01-02T18:47:13.366039,100000,0.0,0
2026-01-02T19:17:21.394347,100000,0.0,0
2026-01-02T19:47:28.979739,100000,0.0,0
2026-01-02T20:17:36.550220,100000,0.0,0
2026-01-02T20:47:44.556347,100000,0.0,0
2026-01-02T21:17:52.192254,100000,0.0,0
2026-01-02T21:47:59.765160,100000,0.0,0
2026-01-02T22:18:07.487376,100000,0.0,0
2026-01-02T22:48:15.928176,100000,0.0,0
2026-01-02T23:18:23.564365,100000,0.0,0
2026-01-02T23:48:31.188016,100000,0.0,0
2026-01-03T00:18:38.752350,100000,0.0,0
2026-01-03T00:48:46.308223,100000,0.0,0
2026-01-03T01:18:53.852496,100000,0.0,0
2026-01-03T01:49:01.399515,100000,0.0,0
2026-01-03T02:19:08.950323,100000,0.0,0
2026-01-03T02:49:16.506021,100000,0.0,0
2026-01-03T03:19:24.061245,100000,0.0,0
2026-01-03T03:49:31.614183,100000,0.0,0
2026-01-03T04:19:39.172161,100000,0.0,0
2026-01-03T04:49:46.709226,100000,0.0,0
2026-01-03T05:19:54.250502,100000,0.0,0
2026-01-03T05:50:01.825626,100000,0.0,0
2026-01-03T06:20:09.389843,100000,0.0,0
2026-01-03T06:50:16.940576,100000,0.0,0
2026-01-03T07:20:24.498228,100000,0.0,0
2026-01-03T07:50:32.040914,100000,0.0,0
2026-01-03T08:20:39.582913,100000,0.0,0
2026-01-03T08:50:47.138210,100000,0.0,0
2026-01-03T09:20:54.729321,100000,0.0,0
2026-01-03T09:51:02.363806,100000,0.0,0
2026-01-03T10:21:09.921401,100000,0.0,0
2026-01-03T10:51:17.476151,100000,0.0,0
2026-01-03T11:21:25.028376,100000,0.0,0
2026-01-03T11:51:33.024287,100000,0.0,0
2026-01-03T12:21:40.609377,100000,0.0,0
2026-01-03T12:51:48.174317,100000,0.0,0
2026-01-03T13:21:55.723010,100000,0.0,0
2026-01-03T13:52:03.284953,100000,0.0,0
2026-01-03T14:22:10.842112,100000,0.0,0
2026-01-03T14:52:18.842611,100000,0.0,0
2026-01-03T15:22:26.400460,100000,0.0,0
2026-01-03T15:52:33.953721,100000,0.0,0
2026-01-03T16:22:41.503490,100000,0.0,0
2026-01-03T16:52:49.061267,100000,0.0,0
