timestamp,symbol,action,price,amount,total_eur,commission,reasoning,confidence,contrarian,pnl,pnl_pct
2026-01-04 09:18:54.118964,UNI/EUR,BUY,4.9984980000000006,520.4163330664531,2604.16,4.16,Technical: BUY (RSI: 40.6); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 09:49:18.545006,UNI/EUR,BUY,5.016507,295.00757877941766,1481.5346688000002,2.3666688000000002,Technical: BUY (RSI: 44.8); Emotion: BUY (confusion),0.75,False,,
2026-01-04 10:19:42.914089,UNI/EUR,BUY,5.0175075,306.6240052067797,1540.1797371297794,2.4603510177792005,Technical: BUY (RSI: 43.5); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 15:23:30.586113,ETH/EUR,BUY,2680.41954,0.42450119237135797,1139.092290705391,1.8196362471332124,Technical: BUY (RSI: 35.5); Emotion: BUY (excitement); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 15:23:47.194378,UNI/EUR,BUY,5.0755365,165.80103664002678,842.4544327290557,1.3457738541997695,Technical: BUY (RSI: 39.7); Emotion: BUY (excitement); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 15:53:56.955901,ETH/EUR,BUY,2679.328995,0.23229007814267472,623.0658191754859,0.9953128101844823,Technical: STRONG_BUY (RSI: 34.8); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 15:54:13.558374,UNI/EUR,BUY,5.0675325,69.87218367069254,354.468854468525,0.5662441764672924,Technical: BUY (RSI: 38.0); Emotion: BUY (realization),0.75,False,,
2026-01-04 16:24:23.314228,ETH/EUR,BUY,2679.0388499999995,0.13739832364262558,368.5001496038071,0.5886583859485737,Technical: BUY (RSI: 39.1); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 16:54:49.555765,ETH/EUR,BUY,2675.5370999999996,0.10175059917764889,272.536814644582,0.43536232371338984,Technical: BUY (RSI: 36.9); Emotion: BUY (excitement); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 17:25:15.921715,ETH/EUR,BUY,2676.1874249999996,0.05787294485622553,155.04912886315273,0.24768231447787978,Technical: BUY (RSI: 44.9); Emotion: BUY (realization),0.75,False,,
2026-01-04 17:55:59.168139,UNI/EUR,SELL,5.0964505,678.8605686816849,3454.2436378325565,5.535646855500892,Technical: SELL (RSI: 55.7); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,48.380438124377505,1.4181994044206054
2026-01-04 18:26:08.907362,ETH/EUR,BUY,2680.2894749999996,0.39531624436638324,1060.7269047698749,1.6944519245525158,Technical: BUY (RSI: 39.3); Emotion: BUY (excitement); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 18:26:25.534909,UNI/EUR,SELL,5.1004485,339.43028434084243,1728.4766899254298,2.769994695393317,Technical: SELL (RSI: 57.0); Emotion: BUY (excitement); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,25.547261338983198,1.4977586900879145
2026-01-04 18:56:35.276981,ETH/EUR,BUY,2678.288475,0.4604670976244483,1234.619632820944,1.972235835177227,Technical: BUY (RSI: 37.7); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 18:56:51.916399,UNI/EUR,SELL,5.099449000000001,169.71514217042122,864.0689860865712,1.3847259392413,Technical: SELL (RSI: 56.8); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,12.604000384892444,1.477868868671105
2026-01-04 19:26:58.407847,BTC/EUR,BUY,77863.91249999999,0.014600761051523671,1138.1223156009655,1.8180867661357276,Technical: BUY (RSI: 43.8); Emotion: BUY (excitement); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 19:27:01.689966,ETH/EUR,BUY,2672.665665,0.3145970085233119,841.7370546614245,1.344627882845726,Technical: STRONG_BUY (RSI: 32.1); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 19:57:26.823040,BTC/EUR,BUY,77872.01655,0.00798555874771284,622.5352578347148,0.9944652681065733,Technical: BUY (RSI: 44.3); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 19:57:30.143279,ETH/EUR,BUY,2676.667665,0.171822401546569,460.4171161304298,0.735490600847332,Technical: BUY (RSI: 35.6); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 19:57:46.807479,UNI/EUR,BUY,5.030513999999999,67.61598554806498,340.5171324162078,0.5439570805370731,Technical: BUY (RSI: 43.9); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 20:27:55.255696,BTC/EUR,BUY,77795.0781,0.002487446669179353,193.72386373916046,0.3094630411168698,Technical: BUY (RSI: 38.7); Emotion: BUY (realization),0.75,False,,
2026-01-04 20:27:58.523647,ETH/EUR,BUY,2672.69568,0.07526897023810904,201.3922291614114,0.32171282613644,Technical: STRONG_BUY (RSI: 28.8); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 20:28:01.850188,SOL/EUR,BUY,114.006975,1.305033231709592,148.9464704121133,0.23793365880529282,Technical: BUY (RSI: 38.8); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 20:28:15.230392,UNI/EUR,BUY,4.9774875,22.10702601932835,110.15842637327239,0.17597192711385368,Technical: BUY (RSI: 40.8); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 20:58:25.703144,BTC/EUR,BUY,77825.29319999999,0.001045700322795601,81.4714096108503,0.13014602174257237,Technical: BUY (RSI: 40.1); Emotion: BUY (excitement); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 20:58:29.107368,ETH/EUR,BUY,2675.8072349999998,0.02249368925068767,60.2549510056311,0.09625391534445864,Technical: STRONG_BUY (RSI: 31.8); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 20:58:32.450663,SOL/EUR,BUY,114.026985,0.3002977155177311,34.279690526575905,0.054759889020089304,Technical: BUY (RSI: 39.0); Emotion: BUY (realization),0.75,False,,
2026-01-04 20:58:45.709026,UNI/EUR,BUY,4.9774875,7.151696541088006,35.63661779637989,0.056927504467060526,Technical: BUY (RSI: 40.8); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,,
2026-01-04 22:29:57.190668,BTC/EUR,BUY,77958.5598,0.00025977634604085057,20.274055643321404,0.03238667035674346,Technical: BUY (RSI: 41.9); Emotion: BUY (realization),0.75,False,,
2026-01-05 01:02:28.934299,BTC/EUR,SELL,78466.84695,0.013189621568626157,1033.2921001266816,1.6559168271260922,Technical: SELL (RSI: 56.8); Emotion: BUY (realization),0.75,False,6.884565739301505,0.6696635048321581
2026-01-05 01:02:32.304208,ETH/EUR,SELL,2693.9123700000005,1.1968892748700208,3219.1559193757316,5.158903716948288,Technical: SELL (RSI: 57.7); Emotion: BUY (desire); ⚠️  CONTRARIAN: Extreme emotion detected,0.75,True,15.618777321611677,0.48676400315937046
