timestamp,value,return_pct,trades_count
2026-01-03T17:29:41.681036,99975.08044172158,-0.024919558278415934,1
2026-01-03T17:34:49.747135,99981.83754633443,-0.018162453665572686,1
2026-01-03T17:39:57.767886,99990.36436882208,-0.009635631177923642,1
2026-01-03T17:45:05.995790,99994.54733834432,-0.005452661655683187,1
2026-01-03T17:50:14.165109,99978.13722714168,-0.021862772858323297,1
2026-01-03T17:55:22.170342,99977.5741350906,-0.02234542318781314,1
2026-01-03T18:00:30.210309,99976.12618410215,-0.02387381589785218,1
2026-01-03T18:05:38.219035,99969.52996293246,-0.030470037067541852,1
2026-01-03T18:10:46.243864,99960.52049011532,-0.03947950988468074,1
2026-01-03T18:15:54.254834,99964.70345963756,-0.035376982084024344,1
2026-01-03T18:21:02.269078,99992.29497014004,-0.007624588138394756,1
2026-01-03T18:26:10.729887,100036.85968389621,0.03685968389621121,1
2026-01-03T18:31:19.203971,100036.13570840197,0.03613570840196917,1
2026-01-03T18:36:27.318185,100037.7445428336,0.03774454283360683,1
2026-01-03T18:41:35.341226,100016.58837005767,0.016588370057666908,1
2026-01-03T18:46:43.357266,100036.0552666804,0.036055266680399656,1
2026-01-03T18:51:51.367080,100027.68932763592,0.027689327635918744,1
2026-01-03T18:56:59.377189,100034.52687397035,0.03452687397034606,1
2026-01-03T19:02:07.398041,100029.9416958402,0.029941695840199827,1
2026-01-03T19:07:15.411419,100019.48427203459,0.019484272034591413,1
2026-01-03T19:12:23.436396,100002.43062705931,0.002430627059307881,1
2026-01-03T19:17:31.468651,100003.07416083195,0.0030741608319513032,1
2026-01-03T19:22:39.943452,100009.26817339374,0.009268173393735197,1
2026-01-03T19:27:47.950567,100005.00476214991,0.005004762149910675,1
2026-01-03T19:32:55.999935,100014.2555601318,0.01425556013180176,1
2026-01-03T19:38:04.012709,100008.62463962109,0.008624639621091773,1
2026-01-03T19:43:12.026157,100029.21772034596,0.029217720345957786,1
2026-01-03T19:48:20.053369,100029.78081239703,0.029780812397031696,1
2026-01-03T19:53:28.082474,100011.44009987643,0.011440099876432214,1
2026-01-03T19:58:36.095608,100011.6009833196,0.011600983319600345,1
2026-01-03T20:03:44.119738,99990.20348537891,-0.009796514621091774,1
2026-01-03T20:08:52.137577,99985.21609864086,-0.014783901359143783,1
2026-01-03T20:14:00.158956,99976.6892761532,-0.023310723846792825,1
2026-01-03T20:19:08.178587,99981.03312911862,-0.019047312602968304,1
